(420, 440)
(420, 440)
(420, 440)
(420, 440)
(420, 440)
(520, 220)
(520, 220)
(480, 200)
(480, 200)
(480, 200)
(480, 200)
(480, 200)
(480, 200)
(480, 200)
(480, 200)
(480, 200)
(480, 200)
(480, 200)
(480, 200)
(480, 200)
(480, 200)
(480, 200)
(480, 200)
(480, 200)
(480, 200)
(480, 200)
(480, 200)
(480, 200)
(480, 200)
(480, 200)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(520, 220)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(540, 260)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
(500, 460)
